latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.6,71.40001,504.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI)
2026-07-20T19:00,62.2,35.4,238.0,10.3,6.6,93.0,65
2026-07-20T20:00,66.1,35.9,242.0,9.2,7.0,96.0,64
2026-07-20T21:00,68.0,35.6,247.0,8.4,7.1,96.0,64
2026-07-20T22:00,58.1,32.0,248.0,8.4,6.7,91.0,64
2026-07-20T23:00,54.6,30.2,250.0,8.7,6.0,84.0,63
2026-07-21T00:00,37.1,19.7,253.0,6.9,4.9,95.0,63
2026-07-21T01:00,37.3,19.8,262.0,6.9,4.9,97.0,62
2026-07-21T02:00,41.7,21.4,272.0,6.8,4.8,100.0,62
2026-07-21T03:00,45.2,22.7,276.0,6.4,4.6,103.0,62
2026-07-21T04:00,43.5,22.1,268.0,5.3,4.0,106.0,61
2026-07-21T05:00,37.0,19.0,253.0,3.9,3.3,108.0,62
2026-07-21T06:00,32.1,16.8,239.0,2.8,2.8,110.0,61
2026-07-21T07:00,29.6,15.7,229.0,2.2,2.6,110.0,61
2026-07-21T08:00,27.5,14.5,220.0,1.8,2.7,109.0,61
2026-07-21T09:00,27.4,14.4,216.0,1.7,2.7,108.0,61
2026-07-21T10:00,30.0,15.9,219.0,1.7,2.7,109.0,61
2026-07-21T11:00,30.2,16.4,226.0,2.0,2.7,109.0,60
2026-07-21T12:00,42.3,21.1,235.0,2.0,3.2,113.0,59
2026-07-21T13:00,36.7,20.5,249.0,4.7,3.5,105.0,59
2026-07-21T14:00,32.9,21.4,264.0,8.5,4.0,94.0,57
2026-07-21T15:00,40.6,24.6,272.0,11.4,4.5,86.0,56
2026-07-21T16:00,43.3,26.3,265.0,12.5,5.0,83.0,56
2026-07-21T17:00,43.5,27.2,250.0,12.7,5.6,82.0,55
2026-07-21T18:00,39.0,25.7,236.0,12.5,6.0,82.0,54
2026-07-21T19:00,34.0,23.6,222.0,11.8,6.1,82.0,52
2026-07-21T20:00,31.7,22.4,208.0,10.6,6.1,82.0,50
2026-07-21T21:00,29.3,21.0,204.0,9.8,6.0,81.0,48
2026-07-21T22:00,27.4,20.4,217.0,9.7,5.9,77.0,46
2026-07-21T23:00,25.4,19.4,240.0,10.0,5.8,72.0,44
2026-07-22T00:00,40.4,28.6,258.0,17.7,10.3,55.0,42
2026-07-22T01:00,41.0,29.3,264.0,15.6,10.3,62.0,43
2026-07-22T02:00,40.9,26.7,265.0,12.5,10.3,73.0,45
2026-07-22T03:00,44.9,24.2,266.0,9.5,9.9,85.0,46
2026-07-22T04:00,44.1,21.8,268.0,6.7,8.9,98.0,46
2026-07-22T05:00,47.6,22.1,269.0,3.9,7.5,113.0,49
2026-07-22T06:00,42.3,19.7,271.0,1.9,6.2,124.0,56
2026-07-22T07:00,33.6,16.6,273.0,1.1,5.1,130.0,60
2026-07-22T08:00,27.9,14.8,275.0,1.1,4.2,132.0,60
2026-07-22T09:00,25.3,14.2,277.0,1.3,3.4,133.0,61
2026-07-22T10:00,23.0,13.2,278.0,1.3,2.8,132.0,60
2026-07-22T11:00,47.0,22.9,279.0,1.5,2.3,129.0,59
2026-07-22T12:00,57.5,33.1,288.0,2.1,3.0,134.0,61
2026-07-22T13:00,46.9,29.7,312.0,3.5,3.4,128.0,59
2026-07-22T14:00,33.9,25.6,344.0,5.6,4.0,120.0,53
2026-07-22T15:00,23.6,21.9,374.0,7.9,4.5,111.0,52
2026-07-22T16:00,22.2,21.3,404.0,11.0,5.0,99.0,52
2026-07-22T17:00,23.6,21.9,432.0,14.3,5.4,85.0,51
2026-07-22T18:00,24.9,23.2,442.0,16.2,5.8,76.0,50
2026-07-22T19:00,26.1,23.9,421.0,15.6,6.1,75.0,50
2026-07-22T20:00,30.4,25.2,382.0,13.7,6.4,79.0,50
2026-07-22T21:00,28.6,23.7,347.0,11.8,6.4,83.0,50
2026-07-22T22:00,24.2,20.5,323.0,10.4,6.0,84.0,51
2026-07-22T23:00,27.1,19.7,305.0,9.2,5.4,84.0,51
2026-07-23T00:00,26.2,20.6,295.0,10.0,6.0,84.0,51
2026-07-23T01:00,32.4,23.1,302.0,8.8,5.1,91.0,49
2026-07-23T02:00,34.5,21.1,319.0,7.1,3.8,101.0,48
2026-07-23T03:00,22.8,11.9,324.0,5.5,3.0,111.0,47
2026-07-23T04:00,21.6,11.5,306.0,4.1,2.9,123.0,55
2026-07-23T05:00,20.7,11.5,277.0,2.8,3.3,135.0,61
2026-07-23T06:00,18.8,12.4,256.0,1.8,3.6,144.0,63
2026-07-23T07:00,20.0,15.7,250.0,1.4,3.7,147.0,63
2026-07-23T08:00,20.7,17.1,252.0,1.3,3.8,146.0,63
2026-07-23T09:00,20.9,17.9,256.0,1.4,3.8,144.0,63
2026-07-23T10:00,22.0,18.9,262.0,1.2,3.7,144.0,63
2026-07-23T11:00,22.9,19.4,270.0,1.2,3.6,144.0,63
2026-07-23T12:00,27.6,22.1,279.0,1.9,3.3,138.0,61
2026-07-23T13:00,27.8,23.3,289.0,6.4,3.4,121.0,54
2026-07-23T14:00,30.7,25.0,300.0,12.6,3.5,98.0,39
2026-07-23T15:00,32.0,26.4,309.0,17.1,3.7,81.0,39
2026-07-23T16:00,32.6,26.8,316.0,18.1,4.1,76.0,40
2026-07-23T17:00,33.4,27.2,321.0,17.4,4.7,76.0,40
2026-07-23T18:00,34.0,27.6,317.0,16.8,5.2,76.0,41
2026-07-23T19:00,35.2,29.1,298.0,16.9,5.6,74.0,42
2026-07-23T20:00,36.2,30.0,272.0,17.2,5.9,71.0,43
2026-07-23T21:00,33.5,27.1,251.0,17.2,6.1,68.0,44
2026-07-23T22:00,35.5,29.4,244.0,17.1,6.0,63.0,44
2026-07-23T23:00,34.6,28.3,243.0,16.9,5.6,57.0,46
2026-07-24T00:00,39.6,33.5,241.0,22.1,5.6,40.0,47
2026-07-24T01:00,39.8,34.1,237.0,18.5,6.0,60.0,49
2026-07-24T02:00,39.0,31.0,232.0,13.4,6.6,88.0,51
2026-07-24T03:00,34.1,24.6,227.0,8.9,6.8,111.0,53
2026-07-24T04:00,31.8,23.9,220.0,5.8,6.2,122.0,55
2026-07-24T05:00,28.8,23.7,213.0,3.3,5.3,127.0,58
2026-07-24T06:00,26.0,22.4,209.0,1.6,4.5,131.0,60
2026-07-24T07:00,24.6,21.7,210.0,0.9,4.2,133.0,61
2026-07-24T08:00,23.9,21.2,214.0,1.0,4.0,134.0,61
2026-07-24T09:00,22.9,20.5,218.0,1.3,4.0,135.0,61
2026-07-24T10:00,22.3,20.1,216.0,0.9,4.1,141.0,62
2026-07-24T11:00,21.8,19.7,215.0,0.6,4.2,149.0,63
2026-07-24T12:00,14.9,12.5,227.0,2.3,4.3,148.0,63
2026-07-24T13:00,15.0,12.6,262.0,7.6,4.7,134.0,61
2026-07-24T14:00,17.5,15.2,311.0,15.2,5.2,115.0,60
2026-07-24T15:00,22.8,20.5,358.0,22.4,5.8,97.0,58
2026-07-24T16:00,27.3,25.0,408.0,28.8,6.7,84.0,57
2026-07-24T17:00,31.2,28.9,457.0,34.9,7.7,73.0,57
2026-07-24T18:00,38.1,35.9,477.0,39.7,8.1,60.0,57
2026-07-24T19:00,42.0,40.0,442.0,42.8,7.4,43.0,58
2026-07-24T20:00,44.0,42.3,378.0,44.5,6.0,25.0,60
2026-07-24T21:00,45.5,43.8,331.0,44.8,4.9,13.0,60
2026-07-24T22:00,45.1,43.5,322.0,43.8,4.1,7.0,61
2026-07-24T23:00,41.7,40.4,330.0,41.4,3.4,7.0,61
2026-07-25T00:00,38.3,36.8,337.0,29.2,7.0,43.0,62
2026-07-25T01:00,39.0,37.3,340.0,24.1,8.1,66.0,62
2026-07-25T02:00,29.6,27.4,342.0,16.9,9.5,98.0,62
2026-07-25T03:00,22.9,20.2,340.0,10.9,10.3,126.0,62
2026-07-25T04:00,20.0,17.6,330.0,7.1,9.9,146.0,63
2026-07-25T05:00,18.7,16.6,315.0,4.4,9.0,162.0,66
2026-07-25T06:00,20.0,18.1,302.0,2.6,8.0,172.0,68
2026-07-25T07:00,22.0,20.4,292.0,1.9,7.2,174.0,68
2026-07-25T08:00,24.9,23.8,283.0,2.0,6.4,169.0,67
2026-07-25T09:00,25.7,25.1,277.0,2.3,5.7,162.0,66
2026-07-25T10:00,25.7,25.0,269.0,2.0,5.0,153.0,64
2026-07-25T11:00,21.9,21.7,264.0,1.7,4.3,142.0,62
2026-07-25T12:00,12.6,12.5,279.0,3.9,2.3,110.0,62
2026-07-25T13:00,13.8,13.6,332.0,6.0,2.9,106.0,62
2026-07-25T14:00,15.3,15.0,405.0,9.0,3.7,99.0,62
2026-07-25T15:00,18.6,18.3,455.0,12.1,4.4,92.0,62
2026-07-25T16:00,21.7,21.4,462.0,15.4,5.0,84.0,62
2026-07-25T17:00,24.2,23.9,447.0,18.9,5.6,76.0,62
2026-07-25T18:00,25.1,24.9,430.0,21.5,6.0,68.0,61
2026-07-25T19:00,26.3,26.1,417.0,22.5,6.2,63.0,61
2026-07-25T20:00,26.2,25.9,401.0,22.7,6.3,58.0,61
2026-07-25T21:00,26.8,26.5,389.0,23.2,6.3,53.0,60
2026-07-25T22:00,28.8,28.5,381.0,25.5,6.0,42.0,57
2026-07-25T23:00,32.0,31.8,376.0,28.1,5.7,29.0,55
2026-07-26T00:00,33.3,32.7,372.0,19.1,8.0,54.0,53
2026-07-26T01:00,36.0,35.4,374.0,16.5,8.5,62.0,52
2026-07-26T02:00,36.7,35.9,378.0,12.8,9.1,73.0,52
2026-07-26T03:00,29.6,28.3,366.0,9.4,9.2,86.0,53
2026-07-26T04:00,26.1,24.2,322.0,6.5,8.3,102.0,55
2026-07-26T05:00,26.5,24.0,264.0,3.9,6.8,119.0,56
2026-07-26T06:00,29.2,24.8,223.0,2.0,5.6,132.0,60
2026-07-26T07:00,25.7,23.1,216.0,1.3,4.9,139.0,62
2026-07-26T08:00,23.8,21.7,228.0,1.3,4.4,142.0,62
2026-07-26T09:00,21.0,19.2,242.0,1.4,4.0,143.0,62
2026-07-26T10:00,20.0,18.5,251.0,0.9,3.6,145.0,63
2026-07-26T11:00,18.1,16.9,263.0,0.5,3.4,146.0,63
2026-07-26T12:00,15.5,14.8,284.0,2.5,4.0,135.0,61
2026-07-26T13:00,15.4,14.7,323.0,6.9,4.3,124.0,56
2026-07-26T14:00,18.0,17.3,372.0,13.0,4.8,108.0,56
2026-07-26T15:00,24.0,23.3,410.0,18.8,5.3,93.0,56
2026-07-26T16:00,28.5,27.8,432.0,23.6,5.9,80.0,57
2026-07-26T17:00,31.9,31.2,443.0,28.1,6.6,68.0,58
2026-07-26T18:00,35.3,34.6,442.0,31.5,6.8,56.0,60
2026-07-26T19:00,36.7,36.1,423.0,33.4,6.2,43.0,60
2026-07-26T20:00,36.6,36.1,391.0,34.4,5.2,29.0,61
2026-07-26T21:00,37.7,37.1,369.0,35.3,4.4,18.0,61
2026-07-26T22:00,39.8,39.3,367.0,37.6,3.7,6.0,61
2026-07-26T23:00,41.6,41.0,374.0,39.9,3.2,0.0,62
2026-07-27T00:00,38.0,37.5,375.0,33.8,2.8,3.0,62
2026-07-27T01:00,39.0,38.5,363.0,27.0,4.9,33.0,62
2026-07-27T02:00,31.9,31.3,345.0,17.4,7.8,76.0,62
2026-07-27T03:00,24.3,23.5,326.0,9.7,9.4,110.0,62
2026-07-27T04:00,20.1,19.3,308.0,5.5,8.6,128.0,62
2026-07-27T05:00,18.8,17.8,290.0,3.1,6.5,139.0,62
2026-07-27T06:00,17.5,16.3,275.0,1.6,4.7,144.0,63
2026-07-27T07:00,16.6,15.2,266.0,0.9,3.9,144.0,63
2026-07-27T08:00,16.0,14.3,260.0,1.0,3.3,139.0,62
2026-07-27T09:00,15.8,13.8,254.0,1.2,3.0,135.0,61
2026-07-27T10:00,15.5,13.3,239.0,0.9,2.8,135.0,61
2026-07-27T11:00,16.1,13.4,223.0,0.7,2.7,135.0,61
2026-07-27T12:00,10.0,7.5,230.0,1.8,2.8,129.0,60
2026-07-27T13:00,10.2,8.2,279.0,4.3,3.0,119.0,60
2026-07-27T14:00,11.6,10.0,351.0,7.9,3.4,105.0,59
2026-07-27T15:00,13.6,12.2,406.0,12.1,3.8,91.0,58
2026-07-27T16:00,16.2,14.8,432.0,17.5,4.4,77.0,56
2026-07-27T17:00,20.3,18.8,440.0,23.6,5.0,63.0,54
2026-07-27T18:00,24.8,23.3,432.0,28.1,5.3,50.0,52
2026-07-27T19:00,27.2,25.8,394.0,29.7,4.9,39.0,50
2026-07-27T20:00,27.5,26.2,339.0,29.7,4.2,29.0,48
2026-07-27T21:00,26.5,25.3,303.0,29.6,3.7,21.0,46
2026-07-27T22:00,25.6,24.5,303.0,30.6,3.3,13.0,44
2026-07-27T23:00,24.9,23.8,323.0,31.5,3.1,7.0,42
2026-07-28T00:00,27.8,26.7,344.0,29.7,3.4,10.0,40
2026-07-28T01:00,29.7,28.6,367.0,25.6,5.4,35.0,39
2026-07-28T02:00,28.3,27.0,393.0,19.9,8.1,70.0,38
2026-07-28T03:00,23.5,21.7,403.0,14.5,9.6,102.0,41
2026-07-28T04:00,20.4,18.4,387.0,9.9,8.9,129.0,59
2026-07-28T05:00,19.0,16.1,355.0,5.6,7.1,153.0,64
2026-07-28T06:00,18.2,14.8,323.0,2.5,5.5,168.0,67
2026-07-28T07:00,17.3,13.7,293.0,1.2,4.6,169.0,67
2026-07-28T08:00,16.9,12.8,264.0,1.2,3.9,160.0,65
2026-07-28T09:00,16.7,12.3,244.0,1.3,3.4,151.0,64
2026-07-28T10:00,16.8,12.0,234.0,1.0,3.0,144.0,63
2026-07-28T11:00,17.6,12.4,234.0,0.8,2.7,137.0,61
2026-07-28T12:00,21.1,14.8,255.0,1.9,2.8,127.0,58
2026-07-28T13:00,24.1,17.5,313.0,4.4,3.3,118.0,52
2026-07-28T14:00,26.4,20.3,393.0,8.1,3.9,105.0,43
2026-07-28T15:00,29.9,23.7,460.0,12.6,4.6,92.0,39
2026-07-28T16:00,34.7,27.8,507.0,18.7,5.4,78.0,40
2026-07-28T17:00,39.5,32.2,542.0,25.6,6.2,64.0,41
2026-07-28T18:00,44.0,36.8,547.0,30.7,6.6,51.0,44
2026-07-28T19:00,46.2,39.2,502.0,33.2,6.2,40.0,46
2026-07-28T20:00,47.6,40.5,429.0,34.0,5.5,31.0,48
2026-07-28T21:00,47.4,40.4,374.0,33.1,5.1,27.0,50
2026-07-28T22:00,45.3,39.8,361.0,29.9,5.4,31.0,53
2026-07-28T23:00,44.6,40.0,365.0,25.1,6.1,40.0,56
2026-07-29T00:00,44.7,40.4,366.0,12.9,5.6,83.0,58
2026-07-29T01:00,46.8,42.4,351.0,11.8,5.8,91.0,60
2026-07-29T02:00,47.4,42.4,331.0,10.1,6.1,102.0,61
2026-07-29T03:00,45.5,39.9,319.0,8.4,6.3,114.0,61
2026-07-29T04:00,43.2,36.7,324.0,6.5,6.3,127.0,62
2026-07-29T05:00,43.8,36.1,337.0,4.5,6.1,141.0,62
2026-07-29T06:00,39.9,31.9,344.0,2.9,5.9,152.0,64
2026-07-29T07:00,39.3,30.0,338.0,2.1,5.7,157.0,65
2026-07-29T08:00,38.2,28.1,327.0,1.7,5.5,159.0,65
2026-07-29T09:00,38.0,26.9,318.0,1.6,5.3,159.0,65
2026-07-29T10:00,37.3,25.8,308.0,1.1,5.1,158.0,65
2026-07-29T11:00,37.0,25.4,301.0,0.9,4.9,155.0,66
2026-07-29T12:00,42.0,29.3,310.0,2.4,5.1,146.0,66
2026-07-29T13:00,45.6,31.0,351.0,3.5,5.2,139.0,66
2026-07-29T14:00,44.4,31.0,408.0,5.1,5.4,129.0,67
2026-07-29T15:00,45.4,31.9,452.0,6.7,5.6,120.0,67
2026-07-29T16:00,47.0,32.7,470.0,8.2,5.9,112.0,68
2026-07-29T17:00,47.0,33.2,474.0,9.7,6.1,105.0,68
2026-07-29T18:00,48.7,34.1,471.0,10.7,6.3,99.0,68
2026-07-29T19:00,49.0,34.1,462.0,11.0,6.2,95.0,68
2026-07-29T20:00,48.2,33.5,446.0,10.8,6.0,92.0,67
2026-07-29T21:00,48.8,33.5,428.0,10.4,5.9,90.0,67
2026-07-29T22:00,51.0,33.8,403.0,9.9,6.1,90.0,67
2026-07-29T23:00,52.0,33.5,377.0,9.3,6.4,91.0,67
2026-07-30T00:00,48.5,34.0,373.0,13.1,6.7,68.0,67
2026-07-30T01:00,48.4,35.2,413.0,11.5,7.1,79.0,66
2026-07-30T02:00,50.1,34.3,475.0,9.2,7.6,94.0,66
2026-07-30T03:00,53.0,31.9,511.0,7.0,7.7,108.0,66
2026-07-30T04:00,54.8,31.4,497.0,5.1,7.1,121.0,66
2026-07-30T05:00,67.5,38.5,458.0,3.2,6.1,134.0,65
2026-07-30T06:00,54.0,32.2,418.0,1.9,5.3,143.0,66
2026-07-30T07:00,52.6,31.8,381.0,1.3,4.9,147.0,66
2026-07-30T08:00,50.2,30.5,343.0,1.2,4.7,148.0,66
2026-07-30T09:00,47.7,28.9,315.0,1.3,4.5,147.0,66
2026-07-30T10:00,48.5,29.1,297.0,1.0,4.3,146.0,66
2026-07-30T11:00,48.0,28.6,289.0,0.9,4.1,143.0,66
2026-07-30T12:00,42.3,25.1,297.0,2.0,4.3,134.0,66
2026-07-30T13:00,42.7,25.7,333.0,4.8,4.5,121.0,66
2026-07-30T14:00,44.8,27.9,385.0,8.8,4.8,103.0,66
2026-07-30T15:00,46.6,31.5,424.0,12.7,5.1,87.0,66
2026-07-30T16:00,53.0,36.7,443.0,16.7,5.5,75.0,66
2026-07-30T17:00,58.2,41.2,449.0,20.5,6.0,66.0,66
2026-07-30T18:00,54.2,39.1,435.0,21.9,6.3,63.0,66
2026-07-30T19:00,46.6,35.7,386.0,19.1,6.3,72.0,66
2026-07-30T20:00,43.2,34.8,317.0,13.9,6.1,87.0,66
2026-07-30T21:00,40.9,33.8,267.0,9.6,5.9,101.0,66
2026-07-30T22:00,40.6,33.1,250.0,7.6,5.8,109.0,66
2026-07-30T23:00,40.6,32.9,252.0,6.5,5.6,115.0,66
2026-07-31T00:00,38.9,32.8,263.0,6.4,5.3,115.0,66
2026-07-31T01:00,34.6,29.9,289.0,7.0,5.0,117.0,66
2026-07-31T02:00,29.0,24.8,325.0,7.7,4.7,120.0,66
2026-07-31T03:00,26.8,23.9,347.0,7.8,4.4,126.0,66
2026-07-31T04:00,23.5,21.2,343.0,6.6,4.3,135.0,65
2026-07-31T05:00,22.2,19.4,325.0,4.7,4.2,147.0,65
2026-07-31T06:00,22.4,18.9,312.0,3.1,4.1,157.0,65
2026-07-31T07:00,23.5,19.6,309.0,2.3,3.9,163.0,66
2026-07-31T08:00,23.5,19.5,311.0,1.8,3.6,168.0,67
2026-07-31T09:00,22.5,18.9,314.0,1.6,3.5,171.0,67
2026-07-31T10:00,23.1,19.7,313.0,1.4,3.5,176.0,68
2026-07-31T11:00,22.8,19.7,313.0,1.5,3.7,180.0,69
2026-07-31T12:00,38.3,32.5,332.0,2.6,4.0,168.0,67
2026-07-31T13:00,39.6,34.1,385.0,4.8,4.3,158.0,65
2026-07-31T14:00,40.9,36.9,457.0,7.9,4.7,144.0,63
2026-07-31T15:00,42.0,38.9,515.0,10.8,5.2,130.0,63
2026-07-31T16:00,40.7,38.6,551.0,13.3,5.7,116.0,63
2026-07-31T17:00,39.1,37.7,574.0,15.6,6.2,102.0,63
2026-07-31T18:00,39.0,38.1,581.0,17.7,6.6,90.0,63
2026-07-31T19:00,39.7,38.9,564.0,19.4,6.9,81.0,63
2026-07-31T20:00,41.0,40.2,530.0,20.9,7.1,73.0,63
2026-07-31T21:00,41.9,41.2,505.0,22.4,7.2,65.0,63
2026-07-31T22:00,43.4,42.8,502.0,24.8,6.9,51.0,64
2026-07-31T23:00,46.0,45.4,507.0,27.1,6.5,36.0,64
2026-08-01T00:00,45.5,44.8,499.0,25.4,7.3,36.0,64
2026-08-01T01:00,50.4,49.5,466.0,20.7,9.1,63.0,65
2026-08-01T02:00,47.1,46.0,419.0,14.2,11.4,100.0,66
2026-08-01T03:00,38.4,36.8,372.0,8.8,12.7,129.0,66
2026-08-01T04:00,32.5,30.7,324.0,5.5,11.8,142.0,67
2026-08-01T05:00,28.6,26.8,276.0,3.4,9.8,148.0,67
2026-08-01T06:00,25.7,23.9,246.0,1.9,8.0,150.0,67
2026-08-01T07:00,23.9,22.1,245.0,1.2,6.8,151.0,67
2026-08-01T08:00,22.4,20.4,261.0,1.2,5.9,148.0,67
2026-08-01T09:00,21.1,19.0,276.0,1.4,5.1,146.0,67
2026-08-01T10:00,20.3,18.2,278.0,1.2,4.6,146.0,67
2026-08-01T11:00,19.8,17.5,278.0,1.1,4.2,145.0,67
2026-08-01T12:00,31.4,27.5,297.0,2.2,3.9,141.0,67
2026-08-01T13:00,31.0,27.2,353.0,5.6,3.9,127.0,67
2026-08-01T14:00,32.0,29.0,428.0,10.4,3.8,106.0,67
2026-08-01T15:00,35.3,31.8,481.0,15.3,3.9,87.0,67
2026-08-01T16:00,38.8,35.2,493.0,19.9,4.1,71.0,66
2026-08-01T17:00,41.4,37.6,483.0,24.4,4.5,56.0,66
2026-08-01T18:00,44.9,40.9,470.0,28.5,4.7,43.0,66
2026-08-01T19:00,48.2,43.9,461.0,32.4,4.7,32.0,66
2026-08-01T20:00,50.6,46.2,449.0,35.9,4.5,23.0,67
2026-08-01T21:00,52.7,48.2,431.0,37.4,4.5,19.0,67
2026-08-01T22:00,55.5,51.0,398.0,36.0,4.7,22.0,67
2026-08-01T23:00,56.5,51.8,358.0,32.7,4.9,29.0,67
2026-08-02T00:00,54.6,48.9,334.0,36.3,3.6,11.0,68
2026-08-02T01:00,57.5,51.7,342.0,28.7,4.7,41.0,68
2026-08-02T02:00,59.5,54.2,367.0,18.2,6.2,84.0,68
2026-08-02T03:00,46.1,38.1,380.0,9.7,7.2,117.0,68
2026-08-02T04:00,40.5,33.4,369.0,5.4,7.2,133.0,68
2026-08-02T05:00,34.7,29.2,346.0,3.1,6.6,141.0,68
2026-08-02T06:00,30.0,25.9,326.0,1.7,6.0,145.0,68
2026-08-02T07:00,27.4,24.1,312.0,0.9,5.4,146.0,68
2026-08-02T08:00,25.8,23.0,300.0,0.9,4.8,144.0,68
2026-08-02T09:00,25.1,22.5,291.0,1.1,4.2,141.0,68
2026-08-02T10:00,25.0,22.5,284.0,0.9,3.8,141.0,69
2026-08-02T11:00,25.6,22.9,280.0,0.7,3.4,141.0,69
2026-08-02T12:00,25.6,23.2,285.0,1.6,3.3,130.0,69
2026-08-02T13:00,27.4,25.1,306.0,3.8,3.5,119.0,69
2026-08-02T14:00,29.8,28.1,337.0,7.0,3.8,104.0,69
2026-08-02T15:00,33.5,31.8,365.0,10.7,4.2,89.0,69
2026-08-02T16:00,38.0,36.1,391.0,15.1,4.8,78.0,69
2026-08-02T17:00,43.0,41.0,415.0,20.1,5.5,67.0,69
2026-08-02T18:00,47.3,45.4,420.0,24.7,6.0,57.0,69
2026-08-02T19:00,50.8,48.8,392.0,28.5,6.1,46.0,69
2026-08-02T20:00,53.7,51.6,346.0,31.9,5.9,36.0,69
2026-08-02T21:00,56.1,54.0,309.0,35.0,5.7,26.0,69
2026-08-02T22:00,57.9,55.6,292.0,39.1,5.1,13.0,69
2026-08-02T23:00,59.0,56.8,285.0,43.0,4.5,1.0,70
2026-08-03T00:00,52.5,49.9,281.0,26.2,4.5,27.0,70
2026-08-03T01:00,53.0,50.2,282.0,21.6,5.7,50.0,70
2026-08-03T02:00,50.9,48.1,286.0,15.1,7.2,82.0,70
2026-08-03T03:00,49.2,45.8,287.0,9.6,8.1,109.0,70
2026-08-03T04:00,48.7,45.4,281.0,6.2,7.8,128.0,70
2026-08-03T05:00,47.3,43.3,271.0,3.8,6.8,142.0,70
2026-08-03T06:00,47.0,43.3,263.0,2.2,5.8,151.0,71
2026-08-03T07:00,46.3,42.7,258.0,1.3,5.1,152.0,71
2026-08-03T08:00,43.2,39.8,254.0,1.2,4.4,148.0,72
2026-08-03T09:00,39.8,36.7,254.0,1.3,3.9,144.0,72
2026-08-03T10:00,37.6,34.6,255.0,1.0,3.6,143.0,73
2026-08-03T11:00,36.7,33.5,259.0,0.9,3.5,142.0,73
2026-08-03T12:00,54.2,49.1,275.0,3.5,3.9,131.0,74
2026-08-03T13:00,56.3,51.5,311.0,7.7,4.1,115.0,75
2026-08-03T14:00,56.9,52.7,357.0,13.4,4.5,94.0,75
2026-08-03T15:00,54.8,51.7,396.0,17.7,4.8,77.0,76
2026-08-03T16:00,54.8,51.8,425.0,19.3,5.2,70.0,77
2026-08-03T17:00,54.1,51.3,446.0,19.5,5.6,67.0,77
2026-08-03T18:00,50.4,48.0,447.0,19.0,5.9,67.0,78
2026-08-03T19:00,48.1,45.8,411.0,17.7,6.0,68.0,78
2026-08-03T20:00,47.5,44.7,355.0,15.7,5.9,72.0,78
2026-08-03T21:00,45.5,41.4,314.0,13.7,5.9,76.0,78
2026-08-03T22:00,46.1,40.7,306.0,11.9,6.0,81.0,77
2026-08-03T23:00,44.1,39.0,313.0,10.2,6.2,87.0,77
2026-08-04T00:00,51.1,49.2,319.0,18.0,7.8,49.0,76
2026-08-04T01:00,54.9,53.0,317.0,16.7,8.8,58.0,76
2026-08-04T02:00,53.2,50.8,315.0,14.9,10.2,72.0,76
2026-08-04T03:00,49.0,46.1,312.0,12.5,10.8,89.0,76
2026-08-04T04:00,42.4,39.0,311.0,9.2,10.1,112.0,76
2026-08-04T05:00,50.8,45.6,309.0,5.4,8.7,138.0,76
2026-08-04T06:00,53.6,48.3,307.0,2.6,7.4,156.0,76
2026-08-04T07:00,55.4,49.7,302.0,1.5,6.3,160.0,76
2026-08-04T08:00,82.9,71.0,295.0,1.5,5.3,156.0,76
2026-08-04T09:00,53.8,47.3,290.0,1.6,4.5,151.0,78
2026-08-04T10:00,51.0,45.1,281.0,1.3,4.1,150.0,78
2026-08-04T11:00,48.9,43.1,273.0,1.2,3.9,149.0,78
2026-08-04T12:00,59.6,53.3,287.0,2.3,4.8,145.0,79
2026-08-04T13:00,55.4,50.4,342.0,3.7,5.3,140.0,79
2026-08-04T14:00,53.8,49.9,419.0,5.9,6.1,132.0,79
2026-08-04T15:00,54.7,51.2,475.0,9.1,6.7,121.0,79
2026-08-04T16:00,57.5,53.9,490.0,13.8,7.0,103.0,79
2026-08-04T17:00,61.7,57.9,484.0,19.6,7.2,81.0,79
2026-08-04T18:00,65.9,61.9,476.0,24.9,7.3,62.0,79
2026-08-04T19:00,69.2,65.4,469.0,29.6,7.3,49.0,79
2026-08-04T20:00,71.5,67.8,460.0,33.8,7.2,40.0,80
2026-08-04T21:00,73.8,70.3,452.0,36.8,7.0,31.0,81
2026-08-04T22:00,72.2,69.2,446.0,38.6,6.3,19.0,82
2026-08-04T23:00,69.4,66.8,441.0,39.2,5.4,9.0,83
2026-08-05T00:00,65.9,62.9,438.0,26.3,6.9,31.0,84
2026-08-05T01:00,66.8,63.3,439.0,23.3,7.6,45.0,84
2026-08-05T02:00,68.5,61.5,442.0,19.0,8.6,64.0,84
2026-08-05T03:00,55.6,48.5,435.0,14.7,9.2,86.0,85
2026-08-05T04:00,52.9,44.2,410.0,10.3,9.1,111.0,85
2026-08-05T05:00,54.0,46.7,375.0,5.8,8.7,139.0,85
2026-08-05T06:00,51.2,45.2,344.0,2.5,8.1,158.0,85
2026-08-05T07:00,50.2,44.4,322.0,1.3,7.5,164.0,85
2026-08-05T08:00,50.2,44.5,304.0,1.4,6.8,162.0,85
